"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"X-Keystroke","|",,"137","1699419465711","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke","|",,"133","1699419464607","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke"," ",,"134","1699419464902","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"135","1699419465090","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"136","1699419465298","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","|",,"137","1699419465711","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke"," ",,"138","1699419465955","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","|",,"139","1699419466616","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke"," ",,"140","1699419466999","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","|",,"133","1699419464607","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke"," ",,"134","1699419464902","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"135","1699419465090","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"136","1699419465298","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","|",,"137","1699419465711","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke"," ",,"138","1699419465955","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","|",,"139","1699419466616","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke"," ",,"140","1699419466999","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit"," ","","137","1699419465954","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"138","1699419465955","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","|","","138","1699419466615","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","|",,"139","1699419466616","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"File.Edit"," ","","139","1699419466999","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"140","1699419466999","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit"," ","","139","1699419467884","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"141","1699419467887","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"141","1699419467887","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"141","1699419467887","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Action","Backspace",,,"1699419473736","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","97","1699419473740","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1699419473916","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","95","1699419473918","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1699419479654","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","95","1699419479656","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","_","","95","1699419480330","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"96","1699419480331","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"File.Edit","_","","96","1699419480520","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"97","1699419480521","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"File.Edit","_","","97","1699419480727","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"98","1699419480728","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"96","1699419480331","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"97","1699419480521","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"98","1699419480728","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"96","1699419480331","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"97","1699419480521","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"98","1699419480728","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Action","Backspace",,,"1699419483828","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","_","97","1699419483831","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1699419484073","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","_","96","1699419484074","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1699419484262","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","_","95","1699419484263","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","_","","95","1699419485372","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"96","1699419485374","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"File.Edit","_","","96","1699419485571","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"97","1699419485572","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"File.Edit","_","","97","1699419485853","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"98","1699419485854","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"96","1699419485374","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"97","1699419485572","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"98","1699419485854","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"96","1699419485374","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"97","1699419485572","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"98","1699419485854","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Action","Backspace",,,"1699419487170","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","_","97","1699419487171","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1699419487373","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","_","96","1699419487376","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1699419487722","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","_","95","1699419487723","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit"," ","","95","1699419493716","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"96","1699419493717","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit"," ","","95","1699419494047","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"97","1699419494049","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit"," ","","97","1699419494437","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"98","1699419494437","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"96","1699419493717","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"97","1699419494049","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"98","1699419494437","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"96","1699419493717","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"97","1699419494049","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"98","1699419494437","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","-",,"140","1699419497744","main.py","1.1.5 for 2021-2022 @t1",,"-",,,,,
"X-Keystroke","-",,"141","1699419497969","main.py","1.1.5 for 2021-2022 @t1",,"-",,,,,
"X-Keystroke","-",,"142","1699419498328","main.py","1.1.5 for 2021-2022 @t1",,"-",,,,,
"File.Edit","-","","139","1699419497742","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","-",,"140","1699419497744","main.py","1.1.5 for 2021-2022 @t1",,"-",,,,,
"File.Edit","-","","140","1699419497968","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","-",,"141","1699419497969","main.py","1.1.5 for 2021-2022 @t1",,"-",,,,,
"File.Edit","-","","141","1699419498327","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","-",,"142","1699419498328","main.py","1.1.5 for 2021-2022 @t1",,"-",,,,,
"X-Keystroke","-",,"140","1699419497744","main.py","1.1.5 for 2021-2022 @t1",,"-",,,,,
"X-Keystroke","-",,"141","1699419497969","main.py","1.1.5 for 2021-2022 @t1",,"-",,,,,
"X-Keystroke","-",,"142","1699419498328","main.py","1.1.5 for 2021-2022 @t1",,"-",,,,,
"X-Keystroke"," ",,"143","1699419501810","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"144","1699419502207","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit"," ","","144","1699419501808","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"143","1699419501810","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit"," ","","145","1699419502206","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"144","1699419502207","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"143","1699419501810","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"144","1699419502207","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","|",,"145","1699419505210","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke"," ",,"146","1699419505651","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"147","1699419505831","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"148","1699419506020","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","|",,"149","1699419506491","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke"," ",,"150","1699419507109","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","|",,"151","1699419507604","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"File.Edit","|","","144","1699419505208","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","|",,"145","1699419505210","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"File.Edit"," ","","147","1699419505650","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"146","1699419505651","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit"," ","","148","1699419505830","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"147","1699419505831","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit"," ","","149","1699419506019","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"148","1699419506020","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","|","","148","1699419506490","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","|",,"149","1699419506491","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"File.Edit"," ","","151","1699419507108","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"150","1699419507109","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","|","","150","1699419507604","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","|",,"151","1699419507605","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke","|",,"145","1699419505210","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke"," ",,"146","1699419505651","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"147","1699419505831","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"148","1699419506020","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","|",,"149","1699419506491","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke"," ",,"150","1699419507109","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","|",,"151","1699419507605","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"File.Edit","-","","151","1699419512599","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","-",,"152","1699419512601","main.py","1.1.5 for 2021-2022 @t1",,"-",,,,,
"File.Edit","-","","152","1699419512770","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","-",,"153","1699419512772","main.py","1.1.5 for 2021-2022 @t1",,"-",,,,,
"File.Edit","-","","153","1699419512953","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","-",,"154","1699419512954","main.py","1.1.5 for 2021-2022 @t1",,"-",,,,,
"File.Edit","-","","154","1699419513276","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","-",,"155","1699419513277","main.py","1.1.5 for 2021-2022 @t1",,"-",,,,,
"X-Action","Backspace",,,"1699419514119","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","-","154","1699419514121","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Keystroke","-",,"152","1699419512601","main.py","1.1.5 for 2021-2022 @t1",,"-",,,,,
"X-Keystroke","-",,"153","1699419512772","main.py","1.1.5 for 2021-2022 @t1",,"-",,,,,
"X-Keystroke","-",,"154","1699419512954","main.py","1.1.5 for 2021-2022 @t1",,"-",,,,,
"X-Keystroke","-",,"155","1699419513277","main.py","1.1.5 for 2021-2022 @t1",,"-",,,,,
"X-Keystroke","-",,"152","1699419512601","main.py","1.1.5 for 2021-2022 @t1",,"-",,,,,
"X-Keystroke","-",,"153","1699419512772","main.py","1.1.5 for 2021-2022 @t1",,"-",,,,,
"X-Keystroke","-",,"154","1699419512954","main.py","1.1.5 for 2021-2022 @t1",,"-",,,,,
"X-Keystroke","-",,"155","1699419513277","main.py","1.1.5 for 2021-2022 @t1",,"-",,,,,
"X-Action","Backspace",,,"1699419516793","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","_","109","1699419516797","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1699419516987","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","_","108","1699419516989","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1699419517162","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","_","107","1699419517164","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit"," ","","107","1699419518577","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"108","1699419518578","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit"," ","","107","1699419518775","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"109","1699419518776","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit"," ","","109","1699419519084","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"110","1699419519085","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"108","1699419518578","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"109","1699419518776","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"110","1699419519085","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"108","1699419518578","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"109","1699419518776","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"110","1699419519085","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Action","Backspace",,,"1699419522600","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","154","1699419522603","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1699419523243","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","154","1699419523245","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Enter",,,"1699419525395","main.py","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
","","156","1699419525398","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","p","","157","1699419526624","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"158","1699419526625","main.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"File.Edit","r","","158","1699419526815","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"159","1699419526827","main.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","i","","159","1699419526926","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"160","1699419526938","main.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","n","","160","1699419527091","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"161","1699419527098","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","t","","161","1699419527179","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"162","1699419527187","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Action","Choose Lookup Item",,,"1699419528284","main.py","1.1.5 for 2021-2022 @t1",,"Choose Lookup Item",,,,,
"File.Edit","(","","162","1699419528295","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",")","","163","1699419528296","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","""","","163","1699419528915","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","""","","164","1699419528916","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","""",,"164","1699419528916","main.py","1.1.5 for 2021-2022 @t1",,"""",,,,,
"X-Keystroke","p",,"158","1699419526625","main.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"X-Keystroke","r",,"159","1699419526827","main.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","i",,"160","1699419526938","main.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","n",,"161","1699419527098","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","t",,"162","1699419527187","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","""",,"164","1699419528916","main.py","1.1.5 for 2021-2022 @t1",,"""",,,,,
"X-Keystroke","p",,"158","1699419526625","main.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"X-Keystroke","r",,"159","1699419526827","main.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","i",,"160","1699419526938","main.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","n",,"161","1699419527098","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","t",,"162","1699419527187","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","""",,"164","1699419528916","main.py","1.1.5 for 2021-2022 @t1",,"""",,,,,
"X-Keystroke","|",,"165","1699419530190","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke"," ",,"166","1699419530478","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"167","1699419530697","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"168","1699419530896","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","|",,"169","1699419531342","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke"," ",,"170","1699419531611","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","|","","164","1699419530188","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","|",,"165","1699419530190","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"File.Edit"," ","","165","1699419530477","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"166","1699419530478","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit"," ","","165","1699419530696","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"167","1699419530697","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit"," ","","167","1699419530896","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"168","1699419530896","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","|","","168","1699419531341","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","|",,"169","1699419531342","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"File.Edit"," ","","169","1699419531610","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"170","1699419531611","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","|",,"165","1699419530190","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke"," ",,"166","1699419530478","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"167","1699419530697","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"168","1699419530896","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","|",,"169","1699419531342","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke"," ",,"170","1699419531611","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","|",,"171","1699419534917","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke","_",,"172","1699419536508","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"173","1699419536673","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"174","1699419536851","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"175","1699419537274","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","|",,"171","1699419534918","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke","_",,"172","1699419536508","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"173","1699419536673","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"174","1699419536851","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"175","1699419537274","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"File.Edit","|","","170","1699419534916","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","|",,"171","1699419534918","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"File.Edit","_","","171","1699419536506","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"172","1699419536508","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"File.Edit","_","","172","1699419536672","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"173","1699419536673","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"File.Edit","_","","173","1699419536850","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"174","1699419536851","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"File.Edit","_","","174","1699419537273","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"175","1699419537274","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Action","Backspace",,,"1699419538105","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","_","174","1699419538107","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","|","","174","1699419538480","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","|",,"175","1699419538481","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"File.Edit"," ","","175","1699419538953","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"176","1699419538954","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","|","","176","1699419539380","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","|",,"177","1699419539381","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"File.Edit","_","","177","1699419540090","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"178","1699419540091","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"File.Edit","_","","178","1699419540260","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"179","1699419540261","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"File.Edit","_","","179","1699419540444","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"180","1699419540445","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","|",,"175","1699419538481","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke"," ",,"176","1699419538954","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","|",,"177","1699419539381","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke","_",,"178","1699419540091","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"179","1699419540261","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"180","1699419540445","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","|",,"181","1699419541405","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke","|",,"175","1699419538481","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke"," ",,"176","1699419538954","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","|",,"177","1699419539381","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke","_",,"178","1699419540091","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"179","1699419540261","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
